Manufacture,Model,Bulletin_Level,Release_Date,Details,Android_Level_Guessed,Version,difference
Motorola,e4,2018-07-01,2018-07-25,Android™ Security Patch Level: 2018-07-01 The current software update gives you the most up to date Android security patches on your device. ,False,,24
Motorola,e4 gold,2019-02-01,2019-05-03, The current software update gives you the most up to date Android security patches on your device. ,False,,91
Motorola,e4 gold,2019-07-01,2019-08-14, The current software update gives you the most up to date Android security patches on your device. ,False,,44
Motorola,e4 gold,2019-09-01,2019-10-03, The current software update gives you the most up to date Android security patches on your device. ,False,,32
Motorola,e4 plus,2019-01-01,2019-02-04, The current software update gives you the most up to date Android security patches on your device. ,False,,34
Motorola,e4 plus,2019-02-01,2019-04-30, The current software update gives you the most up to date Android security patches on your device. ,False,,88
Motorola,e4 plus,2019-06-01,2019-07-26, The current software update gives you the most up to date Android security patches on your device. ,False,,55
Motorola,e4 prepaid,2019-02-01,2019-05-03, The current software update gives you the most up to date Android security patches on your device. ,False,,91
Motorola,e4 prepaid,2019-07-01,2019-08-14, The current software update gives you the most up to date Android security patches on your device. ,False,,44
Motorola,e4 prepaid,2019-09-01,2019-10-03, The current software update gives you the most up to date Android security patches on your device. ,False,,32
Motorola,e5 go,2019-07-01,2019-08-05, The current software update gives you the most up to date Android security patches on your device. ,False,,35
Motorola,e5 go,2019-09-01,2019-09-24, The current software update gives you the most up to date Android security patches on your device. ,False,,23
Motorola,e5 go,2019-11-01,2019-11-21, The current software update gives you the most up to date Android security patches on your device. ,False,,20
Motorola,e5 play,2019-08-01,2019-08-29, The current software update gives you the most up to date Android security patches on your device. ,False,,28
Motorola,e5 play,2019-10-01,2019-10-10, The current software update gives you the most up to date Android security patches on your device. ,False,,9
Motorola,e5 play,2019-11-01,2019-11-22, The current software update gives you the most up to date Android security patches on your device. ,False,,21
Motorola,e6,2019-08-01,2019-09-24," ""Out of box"" user experience Note that these updates apply only to devices that have not already completed the setup wizard (e.g., a new device or one that has been Factory Reset). Ensure setup wizard can proceed even if there is no SIM card inserted. (Postpaid devices only) Phone no longer displays an error message when a new SIM is inserted after the device is on the “Phone Activation” screen during a setup wizard flow. (Prepaid devices only) Fixed a rare issue during the setup wizard which caused the device to briefly lose its cellular network connection. Global Roaming Fixed an issue when dialing an international number where the device did not dial out when using specific key combinations. User Interface Incorrect Android version no longer displays in the Software update status menu under Settings > System updates. Device no longer shows “No service” in the status menu when Airplane mode is turned on and Wi-Fi Calling is available. Security Latest Android security patches (August 1, 2019) ",False,,54
Motorola,e6,2019-10-01,2019-10-24, The current software update gives you the most up to date Android security patches on your device. ,False,,23
Motorola,g 6,2019-03-01,2019-03-29,,nan, ODSS27.104-95-6 ODSS27.104-95-6,28
Motorola,g 6,2019-06-01,2019-07-10,,nan, PDS29.118-15-2 PDS29.118-15-2,39
Motorola,g 6,2019-08-01,2019-08-22,,nan, PDS29.118-15-11 PDS29.118-15-11,21
Motorola,g 6  play,2019-02-01,2019-04-17,,nan, ODPS27.91-106-4-8 ODPS27.91-106-4-8,75
Motorola,g 6  play,2019-06-01,2019-07-16,,nan, PDP29.118-38 PDP29.118-38,45
Motorola,g 6  play,2019-08-01,2019-08-29,,nan, PDPS29.118-38-2 PDPS29.118-38-2,28
Motorola,g 7  power,2019-06-01,2019-08-12,,nan, PDO29.114-134 PDO29.114-134,72
Motorola,g 7  power,2019-08-01,2019-09-03,,nan, PDOS29.114-134-2 PDOS29.114-134-2,33
Motorola,g6,2019-06-01,2019-07-10," Android 9.0 Pie improves your mobile experience, from the new Intuitive Navigation and Recent App, an improved Do Not Disturb mode, and a colorful settings menu, to an anticipated longer battery life and revamped split-screen. Android Pie also brings a redesigned Quick Settings, simplified volume controls, an easier way to manage notifications and more. After installing the software update you may notice changes that include: Usability Adaptive Battery: Get more from a single charge. Adaptive Battery prioritizes power on the apps you use the most and applies restrictions on the ones you use the least. Battery saver can now be activated from 70% or below. Adaptive Brightness: Fewer manual adjustments for better performance. Machine learning takes note of your habits and automatically adjusts to your activities. Quick settings improvements: No shortcuts (toggles are no longer expandable, but pressing and holding a toggle goes to setting detail). The icons have been redesigned with a rounded concept and circular background. Rotation key: Android Pie presents a temporary rotation even with the auto-rotate disabled. A rotation button is displayed whenever it detects your phone has changed orientation. Redesigned Settings app: Colorful icons for each selection with a circular background. It also warns if the phone is muted or in Do Not Disturb mode. Order, name and placement of the settings options haven't changed. Better Screenshots: Another handy Android 9.0 feature is the addition of the virtual screenshot button/shortcut to the power menu (the old ""Power + Volume Down"" method still works). You can also edit your screenshots immediately after taking them and a delete option is also available. Improved audio controls: The volume slider is now vertical and close to the volume buttons. You can switch between Ring, Mute, and Vibrate Only mode. Plus, media controls now default to volume adjusted and Do Not Disturb cannot be turned on/off via the volume keys anymore. Bluetooth® device volumes are also accessed whenever connected. As usual, ""Volume Up + Power"" changes the ring mode to Vibrate. Zoom in text: You can finally manage the annoying mistakes of selecting incorrect text. Now, when you long press a phrase or text, it will automatically magnify at the pointer. It also helps you read small text and select words precisely. New and updated emojis: 157 new emojis, as well as a gender-neutral concept. Settings icon while on PIP mode: Tapping the new settings icon brings you to the app's PiP settings, where you can enable or disable the feature. Other UI changes: Time is now on the left side and the search bar is now rounded. There is a new task manager/recent list that now shows a horizontal list instead of vertical, and includes split screen capabilities accessed by pressing the app icon above the thumbnail. Dragging the split screen border will select the app you want in Full screen. Notifications Notification UI changes: Notifications now have rounded corners. It also supports inline images/stickers and distinguishes between single/group conversations. Dismissing Notifications: Android Pie will now suggest to you a couple of actions for the types of notifications you usually dismiss. It will offer to turn off frequently dismissed notifications by asking you if you would like to stop seeing these notifications or allow it to keep showing them. Notification bar: A maximum of 4 notifications are visible in the status bar before the list is truncated with a dot to indicate more unseen icons. Manage Notifications: A shortcut at the bottom of the cards in the notification shade allows you to see a user-facing list of recent notification activity. If it's something annoying you can flip the toggle right there to disable unwanted notifications in future. Performance Performance improvements: Applications will launch faster and use less memory, gaining performance and efficiency improvements. Power efficiency: Refinements to Doze, App Standby, and Background Limits to improve battery life. Background App privacy: This system restricts access to your phone's microphone, camera, and other sensors (other than GPS). A persistent notification is shown if an app needs access while in the background. Bluetooth enhancements: Simultaneous connection of up to 5 Bluetooth audio devices. However, there is no option for simultaneous playback; you need to choose the device to be used. Also, Android 9.0 remembers the last volume level for paired devices. Wi-Fi optimization: Wi-Fi hotspot turns OFF when there is no connection. It disables automatically, preventing others nearby from connecting to your network. Security Security enhancements: An alert tone will sound when a call is being Recorded to all parties. Also the Pattern unlock, instead of simply leaving the trail visible, hides the swipe trail until the phone has fully unlocked. This is better for security. Data encryption: Android Pie will now perform client-side data encryption and/or decryption on your phone. Authentication is required (password, PIN, pattern), plus Google backs up all information to the cloud, and hacker attacks become much more difficult. DNS over TLS support: This creates a secure connection to the DNS server before DNS queries and responses happen. For example, someone monitoring the connection will have a harder time seeing what you're doing. HTTPs by default: All applications built for Android Pie onwards will send and receive data via HTTPS by default, ensuring that your data is better protected as you communicate with the app's servers, especially public Wi-Fi. ",False,,39
Motorola,g6,2019-08-01,2019-08-22," The current update includes: Changes to give you a more dynamic experience when interacting with the phone, minimizing lags while scrolling and typing. The most up to date Android security patches on your device. ",False,,21
Motorola,g6,2019-10-01,2019-12-05, The current software update provides performance improvements and the most up to date Android security patches on your device. ,False,,65
Motorola,g6 play,2019-06-01,2019-07-16, This software update provides: Latest Android security patches Improvements for GPS accuracy when using applications like Maps ,False,,45
Motorola,g6 play,2019-08-01,2019-08-29, The current software update gives you the most up to date Android security patches on your device. ,False,,28
Motorola,g6 play,2019-10-01,2019-11-14," Optimized Battery Consumption Includes changes to improve efficiency for Android Launcher battery consumption.* *Launcher is the name given to the part of the Android user interface that lets you customize your home screen (e.g. the phone's desktop), launch mobile apps, make phone calls, and perform other tasks on Android devices (devices that use the Android mobile operating system). Launcher is built into Android, and these changes will help to improve battery life. The current software update gives you the most up to date Android security patches on your device. ",False,,44
Motorola,g7 power,2019-06-01,2019-08-12, Performance Stability improvements: Includes changes that enhance performance and improve the stability of your phone. Security Security Patch Level June 2019 Usability Improved audio quality: Audio Quality Improvements for BT and with 3rd party App. Message+ cannot get audio files: Audio files are now displayed to end user. ,False,,72
Motorola,g7 power,2019-08-01,2019-09-03, The current software update gives you the most up to date Android security patches on your device. ,False,,33
Motorola,g7 power,2019-10-01,2019-10-31, Addressed an issue to improve battery temperature sensor accuracy. ,False,,30
Motorola,z 2  force edition,2019-01-01,2019-01-23,,nan, ODXS27.109-34-17-3-3 ODXS27.109-34-17-3-3,22
Motorola,z 2  force edition,2019-02-01,2019-04-30,,nan, ODXS27.109-34-17-3-5 ODXS27.109-34-17-3-5,88
Motorola,z 2  force edition,2019-06-01,2019-07-29,,nan, PCX29.159-21 PCX29.159-21,58
Motorola,z 2  play,2019-02-01,2019-02-22,,nan, ODSS27.76-12-42-6 ODSS27.76-12-42-6,21
Motorola,z 2  play,2019-06-01,2019-08-21,,nan, ODS27.76-12-42-14 ODS27.76-12-42-14,81
Motorola,z 3,2019-05-01,2019-05-23,,nan, PDXS29.84-30-3 PDXS29.84-30-3,22
Motorola,z 3,2019-06-01,2019-06-25,,nan, PDX29.84-42 PDX29.84-42,24
Motorola,z 3,2019-08-01,2019-09-10,,nan, PDXS29.84-42-3 PDXS29.84-42-3,40
Motorola,z 4,2019-05-01,2019-06-13,,nan, PDF29.105-25-11 PDF29.105-25-11,43
Motorola,z 4,2019-08-01,2019-08-22,,nan, PDF29.105-25-20 PDF29.105-25-20,21
Motorola,z2 force edition,2019-01-01,2019-01-23, The current software update gives you the most up to date Android security patches on your device. ,False,,22
Motorola,z2 force edition,2019-02-01,2019-04-30, The current software update gives you the most up to date Android security patches on your device. ,False,,88
Motorola,z2 force edition,2019-06-01,2019-07-29," Support 5G through 5G moto mod Verizon's 5G network uses millimeter wave technology designed for faster peak downloads. Think more devices, more data, and more people—connecting faster than ever. Faster speeds: With 5G speed, you can download an entire 4K movie in just seconds (projected). Dramatically lower latency: Interactive content like augmented and virtual reality is more responsive. Built for connection: Connect all your smart devices and sensors without compromising speed. More mobility: Consistent, reliable coverage helps you get more done, wherever you are. Simply snap on the 5G moto mod to enable your Moto Z2 Force to work with Verizon's 5G Ultra Wide Band (UWB) network. Learn more about 5G moto mod. Android 9.0 Pie Update From the new Intuitive Navigation and Recent App, an improved Do Not Disturb mode, and a colorful settings menu to anticipated longer battery life and revamped split-screen, Android 9.0 Pie improves your mobile experience. Android Pie also brings a redesigned Quick Settings, simplified volume controls, an easier way to manage notifications and more. After installing the software update you may notice changes that include: Usability Adaptive Battery: Get more from a single charge. Adaptive Battery prioritizes battery power on the apps you use the most and applies restrictions on the ones you use the least. Battery saver can now be activated from 70% or below. Adaptive Brightness: Fewer manual adjustments are necessary for better performance. Machine learning takes notes of your habits and automatically adjusts to your activities. Quick settings improvements: No shortcuts anymore (Toggles are no longer expandable, but pressing and holding a toggle goes to setting detail). The icons have been redesigned with a rounded concept and circular background. Rotation key: Android Pie presents a temporary rotation even with the auto-rotate disabled. A rotation button is displayed whenever it detects your phone has changed orientation. Redesigned Settings app: Colorful icons for each selection with a circular background. It also warns if the phone is muted or in Do not Disturb mode. Order, name, and placement of the settings options have not changed. Better Screenshots: Another handy Android 9.0 feature is the addition of the virtual screenshot button/shortcut to the power menu (the old power and volume down method still works). You can also edit your screenshots immediately after taking them and a delete option is also available. Improved audio controls: The volume slider is now vertical and close to volume buttons. You can switch between Ring, Mute, and Vibrate only mode. Plus, media controls are now the default volume adjusted and Do not disturb cannot be turned on/off via volume keys anymore. Bluetooth device volumes are also accessed whenever connected. As usual, ""Volume Up + Power"" changes the ring mode to Vibrate. Zoom in text: You can finally manage the annoying mistakes of selecting incorrect text. Now, when you long press a phrase or text, it will automatically magnify at the pointer. It also helps you read small text and selecting words precisely. New and updated emoji: 157 new emojis, as well as a gender-neutral concept. Settings icon while on PIP mode: Tapping the new settings icon brings you to the app's PiP settings, where you can enable or disable the feature. Other UI changes: Time is now on the left side and the search bar is now rounded. There is a new task manager / recents list that now shows a horizontal list instead of vertical and includes the split screen capabilities by pressing the app icon above the thumbnail. Dragging the split screen border will select the app you want in Full screen. Notifications Notification UI changes: Notifications now have rounded corners. It also supports inline images/stickers and distinguishes between single/group conversations. Dismissing Notifications: Android Pie will now suggest a couple of actions for the type of notifications you usually dismiss. It will offer to turn off frequently dismissed notifications by asking if you would like to stop seeing these notifications or keep showing them. Notification bar: Maximum of 4 visible notifications in the status bar before the list is truncated with a dot to indicate more unseen icons. Manage Notifications: A shortcut at the bottom of the cards in the notification shade that allows you to see a user-facing list of recent notification activity. If it's something annoying you can flip the toggle right there to disable unwanted notifications in future. Performance Performance improvements: Applications will launch faster and use less memory, improving performance and efficiency. Power efficiency: Refinements to Doze, App Standby, and Background Limits to improve battery life. Background App privacy: System restricts access to phone's microphone, camera, and other sensors (other than GPS). A persistent notification is shown if an app needs access while in background. Bluetooth enhancements: Simultaneous connection of up to 5 Bluetooth audio devices. However, there is no option to simultaneous playback. You need to choose the device to be used. Also, Android 9.0 remembers the last volume level for paired devices. Wi-Fi optimization: Wi-Fi hotspot goes OFF if there is no connection. It disables automatically, preventing others nearby from connecting to your network. Stability improvements: Includes system enhancements and improves the stability of your phone. Security Security enhancements: An alert tone will be heard when a call is being Recorded to all parties. Also the Pattern unlock hides your swipe trail instead of simply leaving the trail visible until the phone has fully unlocked. This is better for security. Data encryption: Android Pie will now perform client-side data encryption and/or decryption on your phone; authentication is required (password, PIN, pattern), plus Google backs up all information to the cloud, making hacking attacks much more difficult. DNS over TLS support: It creates a secure connection to the DNS server before DNS queries and responses happen. For example, someone monitoring the connection will have a harder time seeing what you're doing. HTTPs by default: All applications built for Android Pie onwards will send and receive data via HTTPS by default, ensuring your data is better protected as you communicate with the app's servers, especially public WiFi. ",False,,58
Motorola,z2 play,2019-02-01,2019-02-22, The current software update gives you the most up to date Android security patches on your device. ,False,,21
Motorola,z2 play,2019-06-01,2019-08-21, The current software update gives you the most up to date Android security patches on your device. ,False,,81
Motorola,z3,2019-05-01,2019-05-23, The current software update gives you the most up to date Android security patches on your device. ,False,,22
Motorola,z3,2019-06-01,2019-06-25, The current software update provides: The most up to date Android security patches on your device. Improved data speeds when the moto z3 is attached to the 5G Moto Mod. Improved stability and performance of your phone. ,False,,24
Motorola,z3,2019-08-01,2019-09-10, The current software update gives you the most up to date Android security patches on your device. ,False,,40
Motorola,z4,2019-05-01,2019-06-13, Stability: Improved stability when the moto 5G mod is connected Security: Enhanced device security ,False,,43
Motorola,z4,2019-08-01,2019-08-22, The current software update addresses: A Wi-Fi access point connectivity issue with certain Technicolor devices. Enhanced fingerprint sensor performance. The latest Android security patches. ,False,,21
Motorola,z4,2019-10-01,2019-11-14," Security Applies the most up to date security patches (October 2019) Usability Improves the audio performance of your device and addresses the following issues: During an outgoing voice call sometimes the audio was muted During an incoming or outgoing voice call, sometimes the audio would be garbled, a robotic voice, or fax-like noises ",False,,44
Nexus,6,2017-10-01,2017-10-02,The current software update gives you the most up to date Android™ security patches on your device. ,True,,1
Nokia,2 V,2019-08-01,2019-09-09,,nan, 00WW_1_13C 00WW_1_13C,39
Nokia,2 V,2019-09-01,2019-09-17, The current software update provides the most up to date Android security patches on your device. ,False,,16
Nokia,2 V,2019-10-01,2019-10-08, The current software update provides the most up to date Android security patches on your device. ,False,,7
Nokia,2 V,2019-11-01,2019-11-11, The current software update provides the most up to date Android security patches on your device. ,False,,10
Nokia,3 V,2019-07-01,2019-08-22, The current software update improves the performance of your device. ,False,,52
Nokia,3 V,2019-09-01,2019-10-24, The current software update improves the performance of your device and provides the latest Android security patches. ,False,,53
Nokia,Nokia 2 V,2019-01-01,2019-01-25,,False,,24
Nokia,Nokia 2 V,2019-03-01,2019-03-04,,False,,3
Nokia,Nokia 2 V,2019-05-01,2019-05-08,,False,,7
Orbic,Orbic Wonder,2018-08-01,2018-10-12,,False,,72
Orbic,Orbic Wonder,2018-11-01,2018-11-06,,False,,5
Orbic,Orbic Wonder,2019-01-01,2019-03-04,,False,,62
Orbic,Wonder,2019-01-01,2019-03-04, The current software update gives you the most up to date Android security patches on your device. ,False,,62
Orbic,Wonder,2019-06-01,2019-06-21, The current software update gives you the most up to date Android security patches on your device. ,False,,20
Orbic,Wonder,2019-10-01,2019-09-27, The current software update provides the most up to date Android security patches on your device. ,False,,-4
Palm,Palm Palm,2018-11-05,2018-11-21,,True,,16
Palm,Palm Palm,2019-03-01,2019-03-18,,False,,17
Palm,Phone,2019-10-01,2019-12-09, This update provides: The latest Android Security Patch update An improved camera experience An improved Life Mode experience An improved Over the Air update client Other minor enhancements and improvements This update resolves issues with: Volume control Airplane mode Audible Wi-Fi notification Reboots due to low memory/storage ,False,,69
RED,HYDROGEN ONE,2018-10-01,2018-11-02,,False,,32
RED,HYDROGEN ONE,2018-11-01,2018-12-11,,False,,40
RED,HYDROGEN ONE,2018-12-01,2019-01-28,,False,,58
Samgung,Galaxy S8+,2019-07-01,2019-07-23,,nan, PPR1.180610.011.G955USQU5DSG7 PPR1.180610.011.G955USQU5DSG7,22
Samgung,Galaxy S8+,2019-08-01,2019-08-22, The current software update gives you the most up to date Android security patches on your device. ,False,,21
Samgung,Galaxy S8+,2019-09-01,2019-09-26, The current software update gives you the most up to date Android security patches on your device. ,False,,25
Samgung,Galaxy S8+,2019-10-01,2019-10-23, The current software update provides the most up to date Android security patches on your device. ,False,,22
Samsung,Galaxy A10e,2019-09-01,2019-10-01, The current software update provides system enhancements and the most up to date Android security patches on your device. ,False,,30
Samsung,Galaxy A20,2019-09-01,2019-10-01, The current software update provides system enhancements and the most up to date Android security patches on your device. ,False,,30
Samsung,Galaxy A50,2019-05-01,2019-06-13,,nan, PPR1.180610.011.A505USQU1ASEL PPR1.180610.011.A505USQU1ASEL,43
Samsung,Galaxy A50,2019-08-01,2019-08-30, The current software update provides performance improvements and the most up to date Android security patches on your device. ,False,,29
Samsung,Galaxy A50,2019-10-01,2019-10-16, The current software update provides the most up to date Android security patches on your device. ,False,,15
Samsung,Galaxy A50,2019-11-01,2019-12-03," This software update improves the fingerprint recognition performance and gives you the most up to date Android security patch on your device. Fingerprint Recognition Update For better and more secure recognition, fingerprint recognition has been improved in the latest software update. We recommend that you remove all of your fingerprints and register them again. Once you remove all registered fingerprints, the new update for fingerprint recognition will be installed. We highly recommend installing the update as it contains important improvements to your fingerprint scanner. Contact Samsung Customer Support if you have any questions or concerns. ",False,,32
Samsung,Galaxy Core Prime,2018-01-01,2018-02-07,,False,,37
Samsung,Galaxy Core Prime,2018-02-01,2018-02-07,,nan, LMY48B.G360VVRU3CRA2 LMY48B.G360VVRU3CRA2,6
Samsung,Galaxy J1,2017-08-01,2018-02-01,,False,,184
Samsung,Galaxy J3 (2016),2018-01-01,2018-02-01,,False,,31
Samsung,Galaxy J3 (3rd Gen.),2018-09-01,2018-10-26,,False,,55
Samsung,Galaxy J3 (3rd Gen.),2018-12-01,2018-12-18,,False,,17
Samsung,Galaxy J3 (3rd Gen.),2019-03-01,2019-03-27,,False,,26
Samsung,Galaxy J3 (3rd Gen.),2019-05-01,2019-06-06, The current software update gives you the most up to date Android security patches on your device. ,False,,36
Samsung,Galaxy J3 (3rd Gen.),2019-06-01,2019-07-19," This update brings the latest Android 9 Pie Operating System, a new design and a new user interface to your device. Android 9 harnesses the power of artificial intelligence to give you more from your phone. Now it's smarter, faster and adapts as you use it. Adaptive Battery Get more from a single charge. Adaptive Battery learns how you like to use your phone, so the apps and services you don't use as much aren't a battery drain. Adaptive Brightness Don't worry about changing your brightness - your phone learns how you like to set it and automatically adjusts. Easy as pie. App Actions App Actions predicts what you're about to do, so you get to your next task more quickly. For example, if you connect your headphones, the playlist you were listening to earlier is front and center. Slices Slices bring relevant parts of your favorite apps to the surface. Next time you search for Lyft, you can see prices and driver ETAs right within your results. Intuitive Navigation Switch between apps and get to what you need more naturally by using gestures instead of buttons. ",False,,48
Samsung,Galaxy J3 (3rd Gen.),2019-09-01,2019-09-30, The current software update provides the most up to date Android security patches on your device. ,False,,29
Samsung,Galaxy J3 Eclipse,2018-11-01,2018-11-19,,False,,18
Samsung,Galaxy J3 Eclipse,2019-01-01,2019-02-18,,False,,48
Samsung,Galaxy J3 Eclipse,2019-04-01,2019-04-23,,False,,22
Samsung,Galaxy J3 Eclipse,2019-08-01,2019-10-16, The current software update provides performance improvements and the most up to date Android security patches on your device. ,False,,76
Samsung,Galaxy J3 Mission,2018-11-01,2018-11-19,,False,,18
Samsung,Galaxy J3 Mission,2019-01-01,2019-02-18,,False,,48
Samsung,Galaxy J3 Mission,2019-04-01,2019-04-23,,False,,22
Samsung,Galaxy J3 Mission,2019-08-01,2019-10-16, The current software update provides performance improvements and the most up to date Android security patches on your device. ,False,,76
Samsung,Galaxy J3 V (3rd Gen.),2018-09-01,2018-10-26,,False,,55
Samsung,Galaxy J3 V (3rd Gen.),2018-12-01,2018-12-18,,False,,17
Samsung,Galaxy J3 V (3rd Gen.),2019-03-01,2019-03-27,,False,,26
Samsung,Galaxy J3 V (3rd Gen.),2019-05-01,2019-06-06, The current software update gives you the most up to date Android security patches on your device. ,False,,36
Samsung,Galaxy J3 V (3rd Gen.),2019-06-01,2019-07-19," This update brings the latest Android 9 Pie Operating System, a new design and a new user interface to your device. Android 9 harnesses the power of artificial intelligence to give you more from your phone. Now it's smarter, faster and adapts as you use it. Adaptive Battery Get more from a single charge. Adaptive Battery learns how you like to use your phone, so the apps and services you don't use as much aren't a battery drain. Adaptive Brightness Don't worry about changing your brightness - your phone learns how you like to set it and automatically adjusts. Easy as pie. App Actions App Actions predicts what you're about to do, so you get to your next task more quickly. For example, if you connect your headphones, the playlist you were listening to earlier is front and center. Slices Slices bring relevant parts of your favorite apps to the surface. Next time you search for Lyft, you can see prices and driver ETAs right within your results. Intuitive Navigation Switch between apps and get to what you need more naturally by using gestures instead of buttons. ",False,,48
Samsung,Galaxy J3 V (3rd Gen.),2019-09-01,2019-09-30, The current software update provides the most up to date Android security patches on your device. ,False,,29
Samsung,Galaxy J7 (2nd Gen.),2018-09-01,2018-10-26,,False,,55
Samsung,Galaxy J7 (2nd Gen.),2018-12-01,2018-12-18,,False,,17
Samsung,Galaxy J7 (2nd Gen.),2019-03-01,2019-03-27,,False,,26
Samsung,Galaxy J7 (2nd Gen.),2019-05-01,2019-06-04, The current software update gives you the most up to date Android security patches on your device. ,False,,34
