Manufacture,Model,Bulletin_Level,Release_Date,Details,Android_Level_Guessed,Version,difference
Samsung,Galaxy S8+,2019-03-01,2019-04-04,,False,,34
Samsung,Galaxy S9,2018-05-01,2018-06-05,,False,,35
Samsung,Galaxy S9,2018-06-01,2018-06-15,,False,,14
Samsung,Galaxy S9,2018-07-01,2018-08-10,,False,,40
Samsung,Galaxy S9,2018-08-01,2018-08-20,,False,,19
Samsung,Galaxy S9,2018-09-01,2018-09-21,,False,,20
Samsung,Galaxy S9,2018-10-01,2018-10-16,,False,,15
Samsung,Galaxy S9,2018-11-01,2018-11-14,,False,,13
Samsung,Galaxy S9,2018-12-01,2018-12-14,,False,,13
Samsung,Galaxy S9,2019-01-01,2019-01-30,,False,,29
Samsung,Galaxy S9,2019-02-01,2019-02-25,,False,,24
Samsung,Galaxy S9,2019-03-01,2019-04-01,,False,,31
Samsung,Galaxy S9,2019-07-01,2019-08-02,,nan, PPR1.180610.011.G960USQU6CSGF PPR1.180610.011.G960USQU6CSGF,32
Samsung,Galaxy S9,2019-08-01,2019-08-22,,nan, PPR1.180610.011.G960USQS6CSH3 PPR1.180610.011.G960USQS6CSH3,21
Samsung,Galaxy S9,2019-09-01,2019-10-01, The current software update provides system enhancements and the most up to date Android security patches on your device. ,False,,30
Samsung,Galaxy S9,2019-11-01,2019-11-19, The current software update provides system enhancements and the most up to date Android security patches on your device. ,False,,18
Samsung,Galaxy S9,2019-12-01,2019-12-11, The current software update gives you the most up to date Android security patches on your device. ,False,,10
Samsung,Galaxy S9+,2019-01-01,2019-01-30,,False,,29
Samsung,Galaxy S9+,2019-02-01,2019-02-25,,False,,24
Samsung,Galaxy S9+,2019-03-01,2019-04-01,,False,,31
Samsung,Galaxy S9+,2019-07-01,2019-08-02,,nan, PPR1.180610.011.G965USQU6CSGF PPR1.180610.011.G965USQU6CSGF,32
Samsung,Galaxy S9+,2019-08-01,2019-08-22,,nan, PPR1.180610.011.G965USQS6CSH3 PPR1.180610.011.G965USQS6CSH3,21
Samsung,Galaxy S9+,2019-09-01,2019-10-01, The current software update provides system enhancements and the most up to date Android security patches on your device. ,False,,30
Samsung,Galaxy S9+,2019-11-01,2019-11-19, The current software update provides system enhancements and the most up to date Android security patches on your device. ,False,,18
Samsung,Galaxy S9+,2019-12-01,2019-12-11, The current software update gives you the most up to date Android security patches on your device. ,False,,10
Samsung,Galaxy Tab 4 (10.1),2017-01-01,2017-01-12,The current software update gives you the most up to date Android™ security patches on your device. ,True,,11
Samsung,Galaxy Tab 4 (10.1),2017-01-05,2017-01-12,,True,,7
Samsung,Galaxy Tab 4 (8.0),2017-01-01,2017-01-12,The current software update gives you the most up to date Android™ security patches on your device. ,True,,11
Samsung,Galaxy Tab 4 (8.0),2017-01-05,2017-01-12,,True,,7
Samsung,Galaxy Tab A (10.5),2019-02-01,2019-02-26,,False,,25
Samsung,Galaxy Tab A (10.5),2019-04-01,2019-05-29,,nan, M1AJQ.T597VVRS1ASE1 M1AJQ.T597VVRS1ASE1,58
Samsung,Galaxy Tab A (10.5),2019-07-01,2019-08-15, The current software update gives you the most up to date Android security patches on your device. ,False,,45
Samsung,Galaxy Tab A (10.5),2019-08-01,2019-09-18," This software update brings the latest Android Pie OS (9.0), the redesigned Samsung One UI, improved Camera UX, and new features including Adaptive Battery, Digital Wellbeing, and Night Mode. The latest Android security patch is also included. Android Pie OS (9.0) Update Android Pie OS (9.0) harnesses the power of artificial intelligence to give you more from your tablet. Now it's smarter, faster and adapts as you use it. Adaptive Battery Get more from a single charge. Adaptive Battery learns how you like to use your tablet, so the apps and services you don't use as much aren't a battery drain. Adaptive Brightness Don't worry about changing your brightness - your tablet learns how you like to set it and automatically adjusts. Easy as pie. App Actions App Actions predicts what you’re about to do, so you get to your next task more quickly. For example, if you connect your headphones, the playlist you were listening to earlier is front and center. Intuitive Navigation Switch between apps and get to what you need more naturally by using gestures instead of buttons. ",False,,48
Samsung,Galaxy Tab A (10.5),2019-11-01,2019-11-21, The current software update gives you the most up to date Android security patches on your device. ,False,,20
Samsung,Galaxy Tab A (8.0),2018-10-01,2018-11-12,,False,,42
Samsung,Galaxy Tab A (8.0),2019-01-01,2019-02-08,,False,,38
Samsung,Galaxy Tab A (8.0),2019-04-01,2019-05-02,,False,,31
Samsung,Galaxy Tab A (8.0),2019-06-01,2019-07-02,,nan,nannan,31
Samsung,Galaxy Tab A (8.0),2019-07-01,2019-08-23," This software update brings the latest Android Pie OS (9.0), the redesigned Samsung One UI, improved camera user experience and new features including Adaptive Battery, Digital Wellbeing, and Night Mode. Android Pie OS (9.0) Update Android Pie harnesses the power of artificial intelligence to give you more from your tablet. Now it's smarter, faster and adapts as you use it. Adaptive Battery Get more from a single charge. Adaptive Battery learns how you like to use your tablet, so the apps and services you don't use as much aren't a battery drain. App Actions App Actions predicts what you're about to do so you get to your next task more quickly. For example, if you connect your headphones, the playlist you were listening to earlier is front and center. Intuitive Navigation Switch between apps and get to what you need more naturally by using gestures instead of buttons. ",False,,53
Samsung,Galaxy Tab A (8.0),2019-09-01,2019-09-19, Fixed an issue where the Mobile Hotspot stopped working after the OS Pie upgrade. ,False,,18
Samsung,Galaxy Tab A (8.0),2019-11-01,2019-11-22, The current software update provides the most up to date Android security patches on your device. ,False,,21
Samsung,Galaxy Tab E (8.0 - Refresh),2018-11-01,2018-11-29,,False,,28
Samsung,Galaxy Tab E (8.0 - Refresh),2019-01-01,2019-01-30,,False,,29
Samsung,Galaxy Tab E (8.0 - Refresh),2019-04-01,2019-04-26,,False,,25
Samsung,Galaxy Tab E (8.0 - Refresh),2019-07-01,2019-08-06, The current software update provides performance improvements and the most up to date Android security patches on your device. ,False,,36
Samsung,Galaxy Tab E (8.0),2017-01-01,2018-02-07,,False,,402
Samsung,Galaxy Tab E (8.0),2018-02-01,2018-02-07,,nan, NMF26X.T377VVRU1CRA1 NMF26X.T377VVRU1CRA1,6
Samsung,Galaxy Tab E (8.0),2018-05-01,2018-07-19,,False,,79
Samsung,Galaxy Tab E (9.6),2017-08-01,2018-02-01,,False,,184
Samsung,Galaxy Tab E (9.6),2018-02-01,2018-02-01,,nan, NMF26X.T567VVRU1CRA1 NMF26X.T567VVRU1CRA1,0
Samsung,Galaxy Tab S,2017-01-01,2017-01-19,The current software update gives you the most up to date Android™ security patches on your device. ,True,,18
Samsung,Galaxy Tab S,2017-01-05,2017-01-19,,True,,14
Samsung,Galaxy Tab S2,2018-04-01,2018-05-15,,False,,44
Samsung,Galaxy Tab S2,2018-07-01,2018-07-26,,False,,25
Samsung,Galaxy Tab S2,2019-02-01,2019-02-28,,False,,27
Samsung,Galaxy Tab S2,2019-08-01,2019-09-26, The current software update provides the most up to date Android security patches on your device. ,False,,56
Samsung,Galaxy Tab S3,2018-10-01,2018-10-24,,False,,23
Samsung,Galaxy Tab S3,2019-01-01,2019-01-30,,False,,29
Samsung,Galaxy Tab S3,2019-09-01,2019-09-19," This software update brings the latest Android Pie OS (9.0), the redesigned Samsung One UI, improved Camera UX, and new features including Adaptive Battery, Digital Wellbeing and Night Mode. Flipboard briefing has been removed. The latest Android™ security patch is also included. Android Pie OS (9.0) Update Android Pie OS (9.0) harnesses the power of artificial intelligence to give you more from your tablet. Now it's smarter, faster and adapts as you use it. Adaptive Battery Get more from a single charge. Adaptive Battery learns how you like to use your tablet, so the apps and services you don't use as much aren't a battery drain. Adaptive Brightness Don't worry about changing your brightness — your tablet learns how you like to set it and automatically adjusts. Easy as pie. App Actions App Actions predicts what you're about to do, so you get to your next task more quickly. For example, if you connect your headphones, the playlist you were listening to earlier is front and center. Digital Well-being Great technology should help, not distract. Introducing a set of tools to help you learn how you use your tablet and make any adjustments you'd like along the way. ",False,,18
Samsung,Galaxy Tab S4,2018-12-01,2018-12-19,,False,,18
Samsung,Galaxy Tab S4,2019-02-01,2019-02-27,,False,,26
Samsung,Galaxy Tab S4,2019-04-01,2019-04-24,,False,,23
Samsung,Galaxy Tab S4,2019-06-01,2019-06-24, The current software update gives you the most up to date Android security patches on your device. ,False,,23
Samsung,Galaxy Tab S4,2019-07-01,2019-09-05, The current software update gives you the most up to date Android security patches on your device. ,False,,66
Samsung,Galaxy Tab S4,2019-10-01,2019-10-23, The current software update gives you the most up to date Android security patches on your device. ,False,,22
Samsung,Galaxy Tab S5e,2019-08-01,2019-08-29, The current software update provides performance improvements and the most up to date Android security patches on your device. ,False,,28
Samsung,Galaxy Tab S5e,2019-11-01,2019-11-22, The current software update provides performance improvements and the most up to date Android security patches on your device. ,False,,21
Samsung,Galaxy Tab S6,2019-08-01,2019-09-26, The current software update improves the Verizon Messages + app on your device. ,False,,56
Samsung,Galaxy Tab S6,2019-10-01,2019-11-08, The current software update provides performance improvements and the most up to date Android security patches on your device. ,False,,38
Samsung,Galaxy Tab S6,2019-11-01,2019-12-02," This software update improves the fingerprint recognition performance and gives you the most up to date Android security patch on your device. Fingerprint Recognition Update For better and more secure recognition, fingerprint recognition has been improved in the latest software update. We recommend that you remove all of your fingerprints and register them again. Once you remove all registered fingerprints, the new update for fingerprint recognition will be installed. We highly recommend installing the update as it contains important improvements to your fingerprint scanner. Note: For security enhancement, please use your device without a screen protector. After the update, you may not be able to register your fingerprints if you use a third party screen protector (i.e., protective cover with a bumped or dotted pattern including dome glass, toughened glass cover, silicone cover, or protective film). Contact Samsung Customer Support if you have any questions or concerns. ",False,,31
Samsung,Gear S2 classic,2017-12-01,2017-12-05,"Software Version: R730VVRU3CQK1 (Gear S2 sport) The current software update gives you the most up to date Android™ security patches on your device, including the Blueborne security patch. ",True,,4
Sonim,XP5s,2019-06-01,2019-09-10," Verizon Wireless is pleased to announce a software update for your device. This software update has been tested to optimize device performance, resolve known issues and update the latest preloaded applications. This update will address: Device performance fixes Updates the Push-To-Talk+ application to version 9.0.3.9 ",False,,101
Sonim,XP8,2019-04-01,2019-06-28, This software update provides the following: Addressed an issue in which the display occasionally appeared blank for a few seconds when moving from Portrait to Landscape mode. Performance enhancements for your device. The latest Android Security patches. ,False,,88
Sony,Xperia Z2 Tablet,2016-02-01,2016-02-24,,True,,23
Sony,Xperia Z3v,2016-03-07,2016-03-14,,True,,7
Verizon,Ellipsis 10,2017-07-01,2017-07-14,Bug fixes and additional benefits: Improved Wi-Fi handover stability (in areas where LTE coverage is marginal) Fixed issue with accessing files or media downloaded to external SD card Latest Android™ security patches ,True,,13
Verizon,Ellipsis 10,2017-07-05,2017-07-14,,True,,9
Verizon,Ellipsis 10 HD,2018-04-01,2018-05-23,,False,,52
Verizon,Ellipsis 10 HD,2018-05-01,2018-05-23,,nan, XIA1_31F34 XIA1_31F34,22
Verizon,Ellipsis 10 HD,2018-07-01,2018-08-24,,False,,54
Verizon,Ellipsis 10 HD,2018-08-01,2018-08-24,,nan, XIA1_31F38 XIA1_31F38,23
Verizon,Ellipsis 10 HD,2018-11-01,2018-12-06,,False,,35
Verizon,Ellipsis 10 HD,2018-12-01,2018-12-06,,nan, XIA1_31F41 XIA1_31F41,5
Verizon,Ellipsis 8,2016-05-01,2016-05-18,,True,,17
Verizon,Ellipsis 8 HD,2017-11-01,2018-01-08,,False,,68
Verizon,Ellipsis 8 HD,2018-01-01,2018-01-08,,nan, SUN1_20A12 SUN1_20A12,7
Verizon,Ellipsis 8 HD,2018-03-01,2018-04-24,,False,,54
Verizon,Ellipsis 8 HD,2018-04-01,2018-04-24,,nan, SUN1_20A14 SUN1_20A14,23
Verizon,Ellipsis 8 HD,2018-06-01,2018-08-24,,False,,84
Verizon,Ellipsis 8 HD,2018-08-01,2018-08-24,,nan, SUN1_20A17 SUN1_20A17,23
Verizon,Ellipsis Kids,2016-06-01,2016-06-07,Zoodles bug fixes and additional benefits Child Lock Code is now a 4-digit number Refreshes the app list when coming back from other screens Kid Mode improvements: Fixed Wi -Fi connection issues 3rd party apps can be opened while in Kid Mode Removed dead links in the recommended games and video area Software Improvements Latest Android™ security patches ,True,,6
Verizon,GizmoTab,2017-11-01,2018-01-23,,False,,83
Verizon,GizmoTab,2018-01-01,2018-01-23,,nan, SUN2_11A25 SUN2_11A25,22
Verizon,GizmoTab,2018-03-01,2018-04-30,,False,,60
Verizon,GizmoTab,2018-04-01,2018-04-30,,nan, SUN2_11A27 SUN2_11A27,29
Verizon,GizmoTab,2018-06-01,2018-08-27,,False,,87
Verizon,GizmoTab,2018-08-01,2018-08-27,,nan, SUN2_11A28 SUN2_11A28,26
Verizon,GizmoTablet,2019-03-01,2019-04-03,,False,,33
Verizon,GizmoTablet,2019-06-01,2019-07-09, The current software update gives you the most up to date Android security patches on your device. ,False,,38
Verizon,GizmoTablet,2019-08-01,2019-10-24," This software update brings the latest Android Pie OS (9.0) operating system, the redesigned Samsung One user interface, improved camera user experience and new features including Adaptive Battery, Digital Wellbeing, and Night Mode. Android Pie OS (9.0) Update Android Pie OS (9.0) harnesses the power of artificial intelligence to give you more from your tablet. Now it's smarter, faster and adapts as you use it. Adaptive Battery Get more from a single charge. Adaptive Battery learns how you like to use your tablet, so the apps and services you don't use as much aren't a battery drain. App Actions App Actions predicts what you're about to do so you get to your next task more quickly. For example, if you connect your headphones, the playlist you were listening to earlier is front and center. Intuitive Navigation Switch between apps and get to what you need more naturally by using gestures instead of buttons. ",False,,84
ZTE,Blade Vantage,2018-11-01,2018-11-26,,False,,25
ZTE,Blade Vantage,2019-01-01,2019-01-25,,False,,24
ZTE,Blade Vantage,2019-02-01,2019-03-06,,False,,33
ZTE,Blade Vantage,2019-04-01,2019-05-30,,nan, Z839V1.0.0B24 Z839V1.0.0B24,59
ZTE,Blade Vantage,2019-07-01,2019-07-15,,nan, Z839V1.0.0B25 Z839V1.0.0B25,14
lg,Lucid3,2015-10-01,2015-10-08,,True,,7
palm,Palm,2019-03-01,2019-03-18, The current software update gives you the most up to date Android security patches on your device. ,False,,17
palm,Palm,2019-08-01,2019-10-08, Latest Security Patch update Improved camera and photo app performance Improved Life Mode experience Improved native Contact and Dialer app experience Double tapping the power button launches Google Assistant instead of Voice Search Added an optional Palm registration screen in the setup wizard Improved Over-the-Air update client Improved Wi-Fi calling Other minor performance enhancements and improvements ,False,,68
